CODE	CON2	CON3	DIST	QUAR	VIL	CLAN	SEXE	SELF	BUD	TABLE	SALON	AGE	ETU5	ETU2
216	Non	0	800	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3150	Oui	Non	53	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
302	Oui	1	15	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	8000	Non	Non	53	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
311	Oui	1	400	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	3750	Non	Non	53	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
69	Non	0	20	Nkol Ambenbe	Yemessoa III	Béloua	Femme	(3) Grand	3200	Oui	Oui	53	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
44	Oui	1	20	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	3850	Non	Oui	53	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
108	Non	0	20	Nkol Nguégué	Yemessoa I	Béti	Homme	(2) Moyen	1000	Oui	Oui	53	ETU5 : BEPC et +	ETU2 : Supérieur au CEP
285	Non	0	800	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	6266	Non	Non	53	ETU1: Aucun	ETU1: inférieur au CEP
140	Non	0	50	Biling Bitom	Yemessoa I	Béti	Homme	(2) Moyen	1900	Oui	Non	54	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
305	Non	0	15	Elig Messobo	Yemessoa II	Béti	Femme	(3) Grand	2000	Oui	Non	54	ETU1: Aucun	ETU1: inférieur au CEP
265	Oui	2	20	Elig Messobo	Yemessoa II	Béti	Femme	(1) Petit	2300	Oui	Non	54	ETU1: Aucun	ETU1: inférieur au CEP
80	Non	0	7	Nkol Ambenbe	Yemessoa III	Béloua	Femme	(3) Grand	12000	Non	Non	54	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
298	Non	0	20	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	8350	Non	Non	54	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
170	Oui	1	2000	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	3000	Oui	Oui	54	ETU1: Aucun	ETU1: inférieur au CEP
168	Non	0	3000	Zogo Ntso	Yemessoa I	Béloua	Homme	(2) Moyen	1950	Oui	Oui	54	ETU1: Aucun	ETU1: inférieur au CEP
222	Oui	2	7	Biling Bitom	Yemessoa I	Béti	Homme	(2) Moyen	3550	Oui	Oui	55	ETU4 : Collège	ETU2 : Supérieur au CEP
185	Oui	2	15	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	2600	Oui	Non	55	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
134	Non	0	110	Biling Bitom	Yemessoa I	Béti	Homme	(2) Moyen	2600	Oui	Oui	55	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
63	Non	0	1000	Elig Messobo	Yemessoa II	Béti	Femme	(3) Grand	2550	Non	Non	55	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
295	Oui	1	150	Elig Messobo	Yemessoa II	Béti	Homme	(2) Moyen	7750	Oui	Non	55	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
248	Oui	2	10	Mebang Mengoe	Yemessoa I	Béti	Homme	(2) Moyen	4600	Oui	Oui	55	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
233	Oui	2	20	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	3800	Oui	Oui	55	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
59	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Femme	(3) Grand	7750	Oui	Non	55	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
206	Non	0	30	Nkol Ambenbe	Yemessoa III	Béti	Femme	(3) Grand	2200	Oui	Oui	55	ETU1: Aucun	ETU1: inférieur au CEP
87	Non	0	1600	Nkol Mekongo	Yemessoa III	Béloua	Homme	(2) Moyen	5850	Oui	Non	55	ETU4 : Collège	ETU2 : Supérieur au CEP
276	Non	0	1000	Zogo Ntso	Yemessoa I	Béti	Femme	(1) Petit	6450	Non	Non	55	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
304	Non	0	2000	Zogo Ntso	Yemessoa I	Béti	Femme	(1) Petit	7000	Oui	Non	55	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
207	Non	0	1000	Zogo Ntso	Yemessoa I	Béti	Homme	(1) Petit	6150	Oui	Oui	55	ETU5 : BEPC et +	ETU2 : Supérieur au CEP
4	Non	0	5	Nkol Ambenbe	Yemessoa III	Béti	Femme	(3) Grand	1150	Oui	Oui	56	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
77	Non	0	1700	Edip Ndam	Yemessoa III	Béti	Homme	(3) Grand	2000	Oui	Non	56	ETU4 : Collège	ETU2 : Supérieur au CEP
203	Non	0	10	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	6000	Oui	Oui	56	ETU4 : Collège	ETU2 : Supérieur au CEP
292	Oui	2	12	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	4700	Oui	Non	56	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
238	Oui	2	8	Mebang Mengoe	Yemessoa I	Béti	Femme	(3) Grand	6600	Non	Oui	57	ETU4 : Collège	ETU2 : Supérieur au CEP
43	Oui	1	20	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	15250	Oui	Non	57	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
286	Non	0	700	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	3000	Non	Non	57	ETU4 : Collège	ETU2 : Supérieur au CEP
204	Non	0	10	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	5100	Oui	Oui	58	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
78	Non	0	15	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2100	Oui	Non	58	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
331	Non	0	600	Nkol Mekongo	Yemessoa III	Béti	Homme	(2) Moyen	6600	Oui	Non	58	ETU4 : Collège	ETU2 : Supérieur au CEP
160	Non	0	1800	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	1700	Non	Non	58	ETU1: Aucun	ETU1: inférieur au CEP
171	Oui	2	13	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	2250	Oui	Non	59	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
200	Non	0	500	Edip Ndam	Yemessoa III	Béti	Homme	(3) Grand	1350	Non	Non	59	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
47	Oui	2	5	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	3850	Oui	Non	59	ETU1: Aucun	ETU1: inférieur au CEP
129	Non	0	10	Biling Bitom	Yemessoa I	Béti	Femme	(2) Moyen	1600	Oui	Non	60	ETU1: Aucun	ETU1: inférieur au CEP
332	Oui	2	10	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	3750	Oui	Oui	60	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
244	Oui	2	5	Mebang Mengoe	Yemessoa I	Béti	Homme	(1) Petit	23200	Oui	Oui	60	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
212	Oui	2	10	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	2625	Non	Non	60	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
60	Oui	1	10	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	5850	Oui	Oui	60	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
27	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	1700	Oui	Oui	60	ETU4 : Collège	ETU2 : Supérieur au CEP
88	Non	0	1300	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	3250	Non	Non	60	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
117	Non	0	15	Nkol Nguégué	Yemessoa I	Béloua	Homme	(3) Grand	3700	Oui	Non	60	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
278	Oui	1	800	Zogo Ntso	Yemessoa I	Béti	Femme	(2) Moyen	9800	Oui	Oui	60	ETU1: Aucun	ETU1: inférieur au CEP
120	Non	0	20	Biling Bitom	Yemessoa I	Béti	Femme	(3) Grand	1950	Oui	Non	61	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
40	Non	0	7	Nkol Ambenbe	Yemessoa III	Béloua	Homme	(3) Grand	5050	Oui	Oui	61	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
133	Non	0	15	Nkol Nguégué	Yemessoa I	Béti	Homme	(2) Moyen	1950	Oui	Oui	62	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
105	Non	0	100	Nkol Nguégué	Yemessoa I	Béti	Homme	(2) Moyen	900	Non	Non	62	ETU1: Aucun	ETU1: inférieur au CEP
158	Oui	2	30	Biling Bitom	Yemessoa I	Béti	Homme	(2) Moyen	2950	Oui	Non	63	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
261	Oui	2	5	Elig Messobo	Yemessoa II	Béti	Femme	(2) Moyen	3050	Oui	Oui	63	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
266	Oui	2	15	Elig Messobo	Yemessoa II	Béti	Homme	(1) Petit	3850	Oui	Non	63	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
211	Oui	1	8	Mebang Mengoe	Yemessoa I	Béti	Homme	(2) Moyen	7150	Oui	Oui	63	ETU4 : Collège	ETU2 : Supérieur au CEP
249	Oui	1	40	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	7600	Non	Non	63	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
226	Oui	2	200	Mebang Mengoe	Yemessoa I	Béti	Homme	(2) Moyen	17250	Oui	Oui	63	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
39	Oui	1	8	Nkol Ambenbe	Yemessoa III	Béti	Homme	(1) Petit	3075	Oui	Oui	63	ETU4 : Collège	ETU2 : Supérieur au CEP
64	Non	0	800	Nkol Mekongo	Yemessoa III	Béti	Femme	(3) Grand	15000	Oui	Oui	63	ETU1: Aucun	ETU1: inférieur au CEP
84	Oui	1	1000	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	6950	Oui	Non	63	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
148	Oui	2	10	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3300	Oui	Non	64	ETU5 : BEPC et +	ETU2 : Supérieur au CEP
54	Non	0	1000	Edip Ndam	Yemessoa III	Béti	Homme	(2) Moyen	3700	Oui	Oui	64	ETU4 : Collège	ETU2 : Supérieur au CEP
13	Non	0	3000	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	2550	Oui	Oui	64	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
161	Non	0	1500	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	3750	Oui	Non	64	ETU1: Aucun	ETU1: inférieur au CEP
124	Oui	2	25	Biling Bitom	Yemessoa I	Béloua	Femme	(3) Grand	3850	Non	Non	65	ETU1: Aucun	ETU1: inférieur au CEP
183	Oui	1	20	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3650	Oui	Oui	65	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
314	Oui	2	5	Elig Messobo	Yemessoa II	Béti	Homme	(2) Moyen	5000	Oui	Non	65	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
316	Oui	2	10	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	3450	Oui	Non	65	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
18	Non	0	100	Nkol Ambenbe	Yemessoa III	Béti	Femme	(3) Grand	1075	Oui	Oui	65	ETU1: Aucun	ETU1: inférieur au CEP
6	Oui	1	3	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	5950	Oui	Oui	65	ETU1: Aucun	ETU1: inférieur au CEP
24	Non	0	10	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	6200	Oui	Non	65	ETU1: Aucun	ETU1: inférieur au CEP
28	Non	0	800	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2900	Oui	Oui	65	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
312	Oui	1	1000	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	5760	Oui	Non	65	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
334	Non	0	1000	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	17500	Oui	Non	65	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
79	Oui	1	800	Nkol Mekongo	Yemessoa III	Béloua	Homme	(3) Grand	3270	Oui	Oui	65	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
127	Oui	2	10	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3600	Non	Non	66	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
192	Oui	2	5	Elig Messobo	Yemessoa II	Béloua	Homme	(2) Moyen	3225	Oui	Non	66	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
2	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2250	Oui	Oui	66	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
16	Non	0	2000	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	2750	Oui	Oui	66	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
111	Non	0	7	Nkol Nguégué	Yemessoa I	Béti	Homme	(2) Moyen	6200	Oui	Oui	66	ETU5 : BEPC et +	ETU2 : Supérieur au CEP
165	Non	0	2500	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	1250	Oui	Oui	66	ETU4 : Collège	ETU2 : Supérieur au CEP
318	Non	0	200	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	5150	Oui	Non	67	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
85	Non	0	1600	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	3350	Non	Oui	67	ETU1: Aucun	ETU1: inférieur au CEP
14	Non	0	3000	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	2500	Oui	Non	67	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
283	Non	0	1500	Zogo Ntso	Yemessoa I	Béti	Femme	(3) Grand	1600	Non	Non	67	ETU1: Aucun	ETU1: inférieur au CEP
138	Oui	1	20	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3100	Oui	Oui	68	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
74	Non	0	1000	Edip Ndam	Yemessoa III	Béti	Homme	(3) Grand	3250	Oui	Oui	68	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
193	Oui	2	5	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	2300	Oui	Oui	68	ETU1: Aucun	ETU1: inférieur au CEP
324	Oui	2	5	Elig Messobo	Yemessoa II	Béti	Homme	(2) Moyen	6000	Oui	Non	68	ETU5 : BEPC et +	ETU2 : Supérieur au CEP
58	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2125	Oui	Oui	68	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
300	Non	0	50	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2350	Non	Non	68	ETU1: Aucun	ETU1: inférieur au CEP
99	Non	0	25	Nkol Nguégué	Yemessoa I	Béloua	Homme	(3) Grand	3100	Oui	Non	68	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
121	Oui	2	25	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3750	Oui	Non	69	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
241	Non	0	10	Mebang Mengoe	Yemessoa I	Béti	Femme	(3) Grand	350	Non	Non	69	ETU1: Aucun	ETU1: inférieur au CEP
8	Oui	1	18	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	1350	Oui	Oui	69	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
11	Non	0	1500	Nkol Mekongo	Yemessoa III	Béti	Homme	(3) Grand	2000	Oui	Oui	69	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
281	Non	0	600	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	2400	Oui	Non	69	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
223	Oui	2	10	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	6350	Oui	Non	70	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
147	Non	0	20	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	2700	Oui	Non	70	ETU1: Aucun	ETU1: inférieur au CEP
166	Non	0	2000	Zogo Ntso	Yemessoa I	Béti	Femme	(1) Petit	3200	Non	Non	70	ETU1: Aucun	ETU1: inférieur au CEP
308	Oui	2	7	Elig Messobo	Yemessoa II	Béti	Homme	(1) Petit	3975	Oui	Non	71	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
57	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	3900	Oui	Oui	71	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
93	Non	0	15	Nkol Nguégué	Yemessoa I	Béti	Homme	(3) Grand	1350	Oui	Non	71	ETU1: Aucun	ETU1: inférieur au CEP
96	Non	0	600	Nkol Nguégué	Yemessoa I	Béloua	Homme	(2) Moyen	3100	Oui	Oui	71	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
198	Non	0	800	Elig Messobo	Yemessoa II	Béti	Homme	(3) Grand	3700	Non	Non	72	ETU1: Aucun	ETU1: inférieur au CEP
37	Oui	2	10	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	15300	Oui	Oui	72	ETU1: Aucun	ETU1: inférieur au CEP
41	Non	0	25	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	1800	Non	Oui	72	ETU1: Aucun	ETU1: inférieur au CEP
12	Oui	1	1500	Nkol Mekongo	Yemessoa III	Béloua	Homme	(3) Grand	2550	Oui	Oui	72	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
17	Oui	2	1500	Nkol Mekongo	Yemessoa III	Béti	Homme	(2) Moyen	3050	Oui	Oui	72	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
106	Non	0	50	Nkol Nguégué	Yemessoa I	Béloua	Femme	(2) Moyen	1250	Oui	Non	72	ETU1: Aucun	ETU1: inférieur au CEP
113	Non	0	200	Nkol Nguégué	Yemessoa I	Béti	Homme	(3) Grand	950	Oui	Non	72	ETU1: Aucun	ETU1: inférieur au CEP
155	Oui	2	10	Biling Bitom	Yemessoa I	Béti	Femme	(3) Grand	2300	Non	Non	73	ETU1: Aucun	ETU1: inférieur au CEP
210	Oui	1	10	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	550	Non	Oui	73	ETU1: Aucun	ETU1: inférieur au CEP
231	Oui	2	15	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	6750	Oui	Oui	73	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
110	Non	0	15	Nkol Nguégué	Yemessoa I	Béti	Femme	(3) Grand	1625	Oui	Non	73	ETU1: Aucun	ETU1: inférieur au CEP
103	Non	0	100	Nkol Nguégué	Yemessoa I	Béti	Femme	(1) Petit	825	Non	Non	73	ETU1: Aucun	ETU1: inférieur au CEP
152	Oui	2	8	Biling Bitom	Yemessoa I	Béloua	Homme	(1) Petit	3200	Oui	Oui	75	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
321	Non	0	400	Edip Ndam	Yemessoa III	Béti	Homme	(3) Grand	6750	Oui	Non	75	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
10	Non	0	1500	Nkol Mekongo	Yemessoa III	Béloua	Homme	(3) Grand	8000	Oui	Oui	75	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
55	Non	0	50	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	3350	Oui	Oui	76	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
297	Non	0	15	Nkol Ambenbe	Yemessoa III	Béti	Femme	(3) Grand	2250	Non	Non	77	ETU1: Aucun	ETU1: inférieur au CEP
180	Non	0	30	Biling Bitom	Yemessoa I	Béti	Femme	(3) Grand	1100	Non	Non	78	ETU1: Aucun	ETU1: inférieur au CEP
235	Non	0	10	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	1700	Oui	Non	78	ETU1: Aucun	ETU1: inférieur au CEP
250	Non	0	200	Mebang Mengoe	Yemessoa I	Béti	Homme	(2) Moyen	11550	Oui	Non	79	ETU3 : CEP-CAP	ETU2 : Supérieur au CEP
128	Oui	2	5	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3200	Oui	Non	81	ETU1: Aucun	ETU1: inférieur au CEP
71	Non	0	35	Nkol Ambenbe	Yemessoa III	Béti	Homme	(3) Grand	2850	Oui	Non	83	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
176	Oui	2	15	Biling Bitom	Yemessoa I	Béti	Femme	(3) Grand	2675	Oui	Oui	87	ETU1: Aucun	ETU1: inférieur au CEP
178	Oui	2	10	Biling Bitom	Yemessoa I	Béti	Homme	(3) Grand	3750	Oui	Oui	88	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
243	Oui	2	25	Mebang Mengoe	Yemessoa I	Béti	Homme	(3) Grand	8900	Oui	Oui	90	ETU2 :  Primaire sans CEP	ETU1: inférieur au CEP
258	Non	0	1500	Zogo Ntso	Yemessoa I	Béti	Homme	(3) Grand	1600	Non	Non	97	ETU1: Aucun	ETU1: inférieur au CEP
